date,AK,AL,AR,AZ,DE,GA,ID,KS,KY,LA,MA,MD,ME,MI,MN,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV
12/27/09,3.819444444,4.477469753,2.831109665,1.378270701,1.095732411,4.495760039,2.96325563,1.292099132,0.703324808,4.924937165,1.407272548,3.210920977,0.702947846,2.147552958,0.742020736,1.005747126,2.144586648,4.262516915,0.155118925,3.235381419,3.810675941,3.273375466,0.895489789,0.776782824,0.976450316,1.511529267,0.853524229,0.700741962,0.936329588,1.604576531,3.705955674,0.786824031,2.703298723,1.229796205,2.1667761,1.453488372,2.873308187
1/3/10,1.364628821,3.091742407,2.289896128,1.084954959,0.674036128,3.080831108,1.74512987,1.409653994,1.317727308,4.135218454,0.915954059,2.863458254,0.689259047,0.796034845,0.531875047,0.795778912,1.517265434,3.467336683,0.423131171,2.317662566,2.798982188,1.14445015,0.73831009,0.538229005,0.948439386,1.339941263,0.70455613,0.769378727,0.746268657,0.721554117,2.583636194,0.548025928,2.314560074,1.682349587,1.065509077,0.72262368,2.471229558
1/10/10,0.73089701,4.35867332,2.439508132,1.190085742,0.374006545,2.579484103,1.692495922,1.212680419,0.838248991,3.66229761,1.064448158,3.182740575,0.61156736,1.095911705,0.369994196,0.766633844,1.699115044,0.66096423,0.354295837,2.911051213,2.848318463,0.915836934,0.74558734,0.387351222,0.91954023,1.306019274,0.557553957,0.86993725,0.610820244,0.581655481,3.134865934,0.637561479,2.000358809,1.079467157,1.31667792,0.801131008,1.793767938
1/17/10,1.212440696,4.911491584,2.546387683,1.41161558,0.828105395,2.874437189,1.967914439,1.36012576,0.868192581,4.402001838,1.244339587,1.922636759,0.434044159,0.887781325,0.601434189,1.041386466,1.96219622,3.020792468,0.173276858,3.02246266,3.294811901,0.934872304,0.725764645,0.42205582,0.720221607,1.047588966,0.722195474,1.038328419,0.388349515,1.040826798,2.521698595,0.737147177,2.0409224,1.036407122,1.16315624,1.410153102,1.930734886
1/24/10,0.87479497,4.855525767,2.272727273,1.303357721,0.290979631,2.670459493,2.940526199,1.507670024,0.776327066,4.061907384,1.112636879,2.743757714,0.689655172,0.895789788,0.407078176,1.098156666,1.788218794,1.681345076,0.111835974,2.458328337,3.192904656,1.096330946,0.765019652,0.455077363,1.056511057,1.10761862,0.510546823,0.694269124,1.461988304,1.006931777,2.673808727,0.790378007,2.111256956,1.986754967,2.030615433,1.063829787,2.717869718
1/31/10,1.017293998,4.35234597,2.529550827,1.336933328,0.3339327,3.200773017,2.671579917,2.298561829,1.288588754,5.245669848,1.146403029,2.990695614,0.577832254,0.910504108,0.549922667,1.225438411,2.047432179,2.887537994,0.249615975,1.853322743,4.51230629,1.099404489,0.922878348,0.711002145,1.126911725,1.14419018,0.662079709,1.229561805,2.97219559,0.998760662,3.205885631,0.658988024,1.832064112,2.561005074,1.733899505,1.313164894,2.813067151
2/7/10,1.601239669,3.867643857,2.286087524,1.202297907,0.14179369,2.953524125,2.062062062,2.224257491,0.660605664,3.970974746,1.16675568,3.436833373,0.427420681,1.032702238,0.614088955,1.264388818,1.92,4.468546638,0.257629806,2.535110688,3.159065628,1.699501141,0.850909091,0.732248521,1.225612806,0.932099165,0.596675664,1.005484461,0.279069767,1.333438536,2.657305368,0.66072196,1.67530411,2.692399333,1.316542645,1.536284617,2.715611354
2/14/10,1.130776794,3.853690398,2.714502658,1.479454596,0.172541287,3.220745389,3.547722591,1.920630112,0.565299319,4.589872668,1.179954442,2.155447016,0.557546794,0.572706935,0.611833953,1.539470505,1.136925358,4.686289698,0.291715286,2.491825459,3.846989785,1.401464072,0.845136552,0.594465323,1.963048499,0.884342869,0.718984244,1.332760103,1.971326165,0.935043442,2.620529592,0.489326998,1.543949718,3.870788081,1.314523886,1.338499472,2.830856334
2/21/10,1.231671554,4.186721171,1.878557875,1.413699518,0.201257862,3.168422232,3.142509135,2.08962584,0.525920361,5.259123621,1.078039189,2.278060227,0.413579183,0.948640036,0.506961259,1.422924901,2.098243331,1.595904848,0.103119361,2.283105023,3.646261298,1.718027735,0.807014821,0.37924392,1.512055578,0.854120708,0.42835429,1.556835146,1.869158879,1.083399985,2.695310034,0.688744221,1.576366587,1.977552111,0.676223965,1.233950308,2.566597738
2/28/10,0.737100737,4.493423391,3.015726179,1.334082818,0.16252612,2.402100622,2.921468775,2.123660966,0.66634275,4.227681829,1.076757955,2.72,0.438917337,0.778720123,0.436046512,0.889806645,2.063206157,2.15782984,0.144957548,1.887768296,3.038457226,1.490015361,0.62107515,0.302386927,1.152959262,0.997833276,0.343283582,2.163880628,1.401273885,1.455074573,2.719221119,0.507350072,1.682820139,1.554828151,1.081812035,1.293772641,2.772397094
3/7/10,1.10701107,4.832556168,2.529510961,1.158457186,0.237699073,3.237451295,2.033405955,1.626222843,0.45924225,3.914083341,1.028286657,2.504797495,0.579315045,0.504759158,0.343931519,0.774345253,2.427590825,0.796460177,0.102669405,2.218658113,2.524250441,1.169920929,0.601116359,0.393540508,1.242415487,1.184802754,0.373295047,2.784440505,0.754716981,1.168343851,2.949752059,0.613882444,1.588756493,1.201923077,0.984182777,1.216421693,2.674019353
3/14/10,0.976042591,4.136998648,2.386533134,1.237846811,0.06947661,2.79237565,1.520353114,1.244369799,0.469739261,3.948552374,1.03327702,2.720017984,0.434631433,0.49988973,0.28842192,1.00108645,2.637244349,3.515358362,0.181781458,2.20287561,2.301908618,1.178540018,0.43725069,0.379781798,1.28440367,1.015648066,0.304136253,1.632443532,1.108269395,0.863112043,1.890410959,0.449101796,1.47106632,1.414027149,1.033591731,1.075268817,2.485555434
3/21/10,0.975359343,3.243830514,2.297220647,1.040667562,0.045745654,2.816351067,1.360544218,0.779753762,0.407370268,3.015913109,0.948622325,2.446360537,0.511373655,0.674013052,0.345241669,0.665196619,2.801690405,3.21969697,0.172546012,2.281270253,2.289422135,1.143533123,0.527952557,0.278070044,0.602954477,0.89688507,0.250156348,1.386351424,0.510204082,0.765396938,1.74269032,0.377528596,1.307919159,1.143002286,0.913022585,1.062337142,2.746919814
3/28/10,0.694042799,3.001565233,2.249357326,0.878887006,0.026336582,2.239497683,1.094793057,0.80627428,0.466865517,2.476310141,0.9349248,2.253944403,0.64764572,0.497473766,0.273103691,0.730994152,2.207160236,3.45323741,0.10094892,2.146644252,2.136857708,2.742583436,0.596990514,0.229867443,1.25274037,0.92101943,0.178603322,1.210982357,0.088731145,0.762601998,1.555810017,0.45982575,1.315742872,1.025236593,0.260078023,1.084138581,2.628545077
4/4/10,1.019367992,2.453064116,1.045296167,0.588497548,0.069946374,1.875887899,1.047409041,0.734852028,0.403092579,2.581356227,0.960682493,2.106610801,0.639192599,0.52347588,0.281990702,0.508275225,2.386237514,2.828561573,0.173535792,1.570223902,1.805522776,1.797156957,0.398313027,0.187456065,1.340816963,0.863609291,0.109289617,0.654015225,0.707213579,0.293115741,1.464390818,0.4066821,1.055046669,3.195084485,0.376254181,0.795153351,1.940035273
4/11/10,0.610500611,2.285659176,0.806090461,0.949976465,0.108069164,1.766941854,1.166666667,0.7337896,0.293529019,1.749949423,0.811634654,2.032085561,0.458553792,0.300955534,0.327746741,0.638826959,1.857028754,1.765447667,0.193965517,2.113330237,1.617281158,1.990563256,0.526200395,0.190811684,0.709219858,0.746178842,0.14140635,0.628420839,0.178253119,0.309032167,1.641589991,0.317927583,0.964272257,1.187111362,0.533333333,0.708558643,1.638976201
4/18/10,1.349831271,2.099468135,0.321355536,0.549600291,0.23139221,1.968395635,0.992635287,0.594633793,0.225033451,1.62504659,0.890910814,1.889966357,0.338676902,0.435686702,0.194076449,0.389959659,2.914446882,1.35891287,0.247402276,1.658833287,1.860174782,1.795955327,0.322675271,0.144234419,0.561009818,0.782513096,0.15142338,0.503114518,0.179856115,0.170634598,1.696778182,0.442372071,1.095814883,0.69213732,0.074710497,0.680544436,1.820330969
4/25/10,2.385107621,2.632568635,0.39192041,0.546761321,0.294365013,2.005494505,1.170960187,0.779469079,0.314318976,1.924323246,0.865275439,2.152095189,0.452132888,0.327278678,0.296330066,0.406971177,1.964542405,1.025056948,0,1.95035461,1.776347163,2.214242968,0.273125854,0.246447055,1.146931184,0.771505722,0.086880973,0.577972814,0.270513977,0.245872849,1.572491637,0.230171073,1.174913423,0.784655623,0.086956522,0.641848524,1.597009854
5/2/10,0.490436488,2.374927,1.522140221,0.424922416,0.20242915,1.769843702,1.117318436,0.629402068,0.336368857,1.960907548,0.812599156,2.17757206,0.459866221,0.123164377,0.220455082,0.467455922,1.935163745,0,0.091827365,1.989116157,1.823451274,1.441946628,0.254002463,0.2043222,0.748362956,0.955391136,0.148942508,0.539020389,0.17809439,0.143472023,1.393500011,0.25862069,1.121813997,1.641221374,0.212765957,0.583430572,1.617614019
5/9/10,0.653238977,2.696471532,0.332778702,0.815938329,0.057636888,1.685555003,1.604083121,0.687374924,0.325419717,1.633886183,0.773358586,2.026585313,0.381165919,0.510144928,0.222734255,0.392156863,2.176894069,4.668125456,0.141123342,2.093655106,1.527360192,1.973040139,0.244778068,0.265446224,0.841852075,0.888482936,0.091365921,0.454174916,0.427350427,0.176170607,1.541259589,0.305391088,1.057100332,1.480347116,0.063011972,0.669456067,0.946674655
5/16/10,0.530785563,2.534607136,1.325966851,0.699162974,0.052966102,1.626194322,0.931470393,0.667698858,0.369449378,1.6592448,0.893360161,2.316105511,0.25083612,0.461688715,0.206495213,0.317156364,2.701298701,0.224466891,0.112327998,1.436107855,1.82387369,1.2486374,0.217042559,0.090036014,0.846023689,0.860013624,0.017088175,0.406749021,0.387596899,0.072424407,1.150269832,0.307465256,1.166037921,1.441614608,0,0.702740689,0.774835203
5/23/10,0.27605245,2.373791622,0.656716418,0.613263608,0,1.387359612,1.058743169,0.536268699,0.243947063,1.482380249,0.970954357,2.159669983,0.497615592,0.335789572,0.05604334,0.481695568,1.846590909,0.542495479,0.135501355,1.584108625,1.776697213,1.008520257,0.317460318,0.165477299,0.986500519,0.600653653,0.018231541,0.715990453,0.275482094,0.096908615,1.297246607,0.302343159,1.169106445,1.126760563,0,0.523217789,0.732433051
5/30/10,0.88593577,1.732351667,1.242236025,1.565995526,0,1.592797784,1.544401544,0.303230059,0.336778539,1.836009476,0.902640344,1.895560719,0.700997573,0.159607121,0.148529557,0.601814426,2.377777778,0,0.042444822,1.36374907,2.238086051,0.631745196,0.182781941,0.174140183,0.983146067,0.868649645,0,0.993317681,0.25,0.127506665,1.29468599,0.309190185,1.19475988,1.205479452,0.189933523,0.998151571,0.317679558
6/6/10,0.118694362,2.118487498,0.673400673,0.56320094,0,1.083684527,0.929235168,0.586241641,0.163083766,1.565461995,0.808455093,1.902562411,0.367562601,0.383244207,0.129276911,0.360125661,0.968523002,0,0.169157034,1.598702502,1.7023134,0.352899659,0.15559359,0.253292806,0.708762887,0.611467522,0,0.579336981,0,0.067114094,0.924021899,0.287087312,1.015799459,1.392470346,0.102249489,0.580015819,0.385177314
6/13/10,0.484848485,1.994230528,0.713153724,0.550950514,0,0.978457491,0.964851826,0.428145942,0.174264603,1.157643854,0.820787429,2.191003995,0.393883225,0.414657666,0.211193242,0.238408418,0.371402043,0.120192308,0.165234633,1.916932907,1.622718053,0.36530916,0.06374502,0.223914017,0.697211155,0.619295958,0,0.555748524,0,0.051161363,0.805026507,0.248202126,0.956245995,0.66603235,0,0.906125408,1.238390093
6/20/10,0.400228702,1.779112754,0.697674419,0.55474147,0,0.9375,1.187904968,0.445495045,0.151492198,1.254589963,0.774312087,1.683155596,0.237360551,0.358554749,0.189924934,0.476106507,0.090334237,0.434782609,0,2.233429395,1.593252109,0.451650261,0.169622205,0.248784349,1.321138211,0.534983741,0,0.511247444,0,0.076365025,0.940026858,0.174995139,0.877976973,1.27388535,0,0.579839429,0.762988979
6/27/10,0,2.313829787,0.132802125,0.536662194,0,0.926620865,0.608133789,0.242986525,0.217939113,1.207243461,0.716944713,1.950455581,0.456950457,0.306073649,0.334115947,0.364215798,1.033834586,0.197628458,0.066115702,1.918005275,1.513596716,0.322889261,0.099850225,0.198807157,0.588235294,0.507210343,0,0.546737213,0.517464424,0.043280675,0.9838455,0.186604465,0.807452193,0.769971126,0.20242915,0.18492834,0.848573519
7/4/10,0.203252033,2.162921348,0.440140845,0.488702352,0,0.944820092,1.066885515,0.424409268,0.20800832,0.744145327,0.789459356,1.618421053,0.708446866,0.456947023,0.218386023,0.422832981,1.611374408,0.25974026,0.1460387,1.990767455,2.449349864,0.364138624,0.120578778,0.145708874,0.73800738,0.62061832,0.036271309,0.552603613,0,0.050062578,1.023415487,0.176903481,0.859833721,0.507099391,0,0.915605096,0.498632781
7/11/10,0.410677618,1.607678464,0.376647834,0.324607766,0,0.753093061,0.96969697,0.479466333,0.014897579,0.851150066,0.703260572,1.73995571,0.551632833,0.471983541,0.166331086,0.391061453,0.586510264,0.2,0.030497103,2.418763743,1.666203832,0.314188765,0.163291966,0.191742298,0.930626058,0.450127877,0,0.449282875,0,0.02506894,1.013266796,0.202746291,0.696737009,0.723140496,0,0.776340111,0.534672715
7/18/10,0.16146394,1.798228216,0.084388186,0.479923212,0,0.763261672,1.00896861,0.451652638,0,1.098297639,0.645454545,1.868327402,0.607560756,0.46377887,0.04165365,0.352688172,0.61500615,0,0.150105074,1.775349949,1.959018239,0.368248773,0.101471334,0.128468654,0.824931256,0.668706789,0,0.494108704,0,0.042625746,0.809041876,0.106602232,0.677645137,0.941993059,0.197238659,1.317414574,0.418150844
7/25/10,0.419507079,1.908957416,0.692307692,0.499150382,0,0.725694214,0.893189431,0.268511825,0.006596306,0.752999586,0.739879013,1.842448861,0.491573034,0.412255223,0.042530569,0.270865075,0.604229607,4.858299595,0.034352456,1.153703015,1.651940069,0.279286268,0.2143446,0.11191246,1.277372263,0.417620908,0.022737608,0.857503153,0.233918129,0.034969111,0.70318604,0.143325143,0.679929018,0.647732935,0,1.099656357,0.25869038
8/1/10,0.188679245,1.582699046,0.622568093,0.530900469,0,0.816194332,0.908402725,0.234270415,0.018688096,0.83338555,0.721188519,1.906591782,0.329865516,0.372658625,0.051964249,0.247949647,0.533807829,0,0.174947516,1.99556541,1.360691145,1.307189542,0.120274914,0.097739768,0.81300813,0.631781349,0,0.454890068,0.347314988,0.032414911,0.715210903,0.050311934,0.767274269,1.279426817,0.162074554,0.154639175,0.371440363
8/8/10,0.674974039,1.944984718,0.224047797,0.528325574,0,0.911529785,1.087832393,0.12973228,0.007870297,0.673426736,0.64459284,1.564210856,0.430313172,0.346140533,0.080035571,0.421444673,0.492610837,0.930232558,0.034530387,2.604577743,1.602262017,0.219504547,0.101010101,0.047103156,0.165494415,0.592196935,0.027746948,0.460048426,0.313889615,0.022185247,0.501507262,0.067842605,0.761448463,1.286939943,0,1.459580838,0.510855683
8/15/10,0.722767166,2.262331561,0.502512563,1.110385369,0,1.129414519,0.955292319,0.106940434,0.007513713,1.226922178,0.784808737,1.885662975,0.379596679,0.457761132,0.175938338,0.328066995,0.090497738,0.234192037,0.135226504,2.556818182,1.553166069,0.410576449,0.16689425,0.0128783,0.420344683,0.468360737,0,0.648103697,0.340384148,0.057686761,0.73188519,0.22084196,0.782508195,0.901803607,0,1.052249637,0.800376648
8/22/10,0.66603235,2.700806734,0.732356858,0.730107049,0,1.376460353,0.650557621,0.476454294,0.028372819,0.899902185,0.504225221,2.014098691,0.37226617,0.509693274,0.1622822,0.410311992,0.081566069,0.831024931,0.09118541,2.059833252,1.955434288,0.321233537,0.062695925,0.025680534,0.746268657,0.408318298,0.057175529,0.36874856,0.299890949,0.065740817,0.743729725,0.124009645,0.751476114,1.176470588,0,0.764951321,0.628272251
8/29/10,0.29342723,2.805822963,1.56143924,0.988330555,0,1.459313856,0.868403474,0.54676259,0.125322008,1.861313869,0.675765794,2.588199045,0.069492703,0.431565968,0.150880134,0.340478217,0.598259608,0.945626478,0.033955857,1.388012618,2.125442801,0.56169914,0.167741936,0.151492198,0.417972832,0.533288893,0.059294397,1.03820598,0.30052592,0.122826909,0.942830672,0.25087108,0.756044469,1.05112279,0.289855073,0.316957211,1.121639915
9/5/10,1.211305518,2.686435702,1.058201058,0.854803037,0,1.460173361,1.501877347,0.520306403,0.070733864,1.857796599,0.787121674,2.967171717,0.414823009,0.294521893,0.035067212,0.411685536,0.357653791,0.272479564,0.041017227,1.612127045,2.242681775,0.29204604,0.28343667,0.176056338,1.680672269,0.709219858,0,0.984898227,0.502232143,0.149700599,1.291958464,0.555941626,0.88593772,0.290191526,0.294117647,1.055408971,1.068003487
9/12/10,0.778909527,2.391390992,1.236917222,0.978357545,0,1.179283735,0.980692614,0.547945205,0.079386081,1.636520241,0.632090762,2.109314858,0.603015075,0.463893614,0.193708353,0.345995819,0.440606274,0.50955414,0.128287364,2.032019704,2.423929861,0.2854718,0.211206361,0.274692464,0.579252238,0.729870332,0.106980476,0.479137552,0.450092666,0.167104321,1.027521041,0.63729565,0.931300631,0.922671353,0.159744409,0.702512834,0.996126176
9/19/10,0.952380952,2.452830189,1.004759387,1.293016365,0,1.385620915,1.155167031,0.256278831,0.068238213,1.331040985,0.604101735,2.656228156,0.553949904,0.488076977,0.307905473,0.478258134,0.398406375,0.4048583,0.086780445,1.295986622,1.925660546,1.384636794,0.227998176,0.278325409,0.420168067,0.83380101,0.145666424,0.521376434,0.743362832,0.173693352,1.258305865,0.25987526,1.026435706,1.18998769,0.185758514,0.918196995,1.114036864
9/26/10,1.028277635,2.571469616,0.909090909,0.825220213,0,1.418269231,1.362484157,0.405421059,0.19644987,1.500815661,0.56054644,2.112676056,0.459937061,0.328467153,0.240272826,0.483633147,0.600801068,0.598802395,0.098135427,2.144082333,2.776721187,2.210408506,0.185163754,0.242983842,0.584966364,0.809574094,0.047528517,0.826446281,0.643974241,0.211881672,1.389198978,0.435395057,1.017345167,1.327623126,0.065019506,0.657721652,0.966722439
10/3/10,0.875145858,2.134773663,0.696055684,0.674721481,0.100125156,1.604901523,0.414937759,0.44222701,0.14293237,2.28108045,0.604621032,1.319201714,0.357723577,0.671831083,0.574799577,0.531429705,0.671355499,2.199783628,0.075930144,2.315340909,2.131912059,1.666825412,0.262989552,0.228256592,0.551333631,0.703291635,0.235036039,0.446126808,1.102748118,0.274654536,2.06514043,0.747696053,1.143431334,1.476413396,0.510041441,0.46502224,1.5974084
10/10/10,1.128266033,2.059989657,0.674157303,0.74993853,0.368550369,1.713072549,1.457975986,0.577489688,0.223975071,2.047760066,0.887865834,2.098791605,0.434855327,0.585011392,0.541292917,0.53652968,0.721961048,2.73531778,0.09246417,2.478363493,1.963495575,1.636331817,0.36972939,0.361627983,0.624076203,0.91072568,0.20154518,0.765523108,0.793793974,0.499492042,2.093941188,0.410939493,1.236531807,1.357773252,1.040073417,0.581831832,1.589676454
10/17/10,0.586041556,1.942235245,0.514216576,0.953364583,0.337024555,2.012486042,1.408140814,0.479750084,0.156152405,2.429737081,0.744805958,1.454392602,0.421743205,0.524237913,0.52116235,0.457106829,0.567476503,3.311025009,0.293609672,2.248116761,1.674863751,1.508601676,0.362120798,0.523560209,0.484848485,0.881081377,0.362844702,0.389429764,0.791022811,0.499549586,2.10071887,0.440582548,1.225446609,1.482213439,0.904392765,1.188221113,1.526717557
10/24/10,0.967741936,2.276503822,0.413650465,0.88880412,0.460494426,2.387469174,1.280070625,0.538071066,0.150108412,1.928537624,0.783720611,1.267691239,0.338409476,0.9214355,0.637716368,0.511162896,0.339238598,2.057613169,0.178794922,2.792862684,2.354982648,2.144509699,0.358981306,0.329517863,0.751770999,0.721179915,0.322675271,0.418353576,0.801311237,0.401638053,2.206550512,0.755957272,1.269022869,1.443932412,0.955109838,1.010486177,1.811708032
10/31/10,0.683850605,2.833706189,1.090283091,1.185725687,0.222332016,2.656141524,1.827242525,0.481288675,0.289678305,2.809341632,0.812421015,1.45386213,0.176470588,0.863417381,0.805801773,0.649925009,0.713749061,0.376712329,0.294372294,1.828774883,2.379826635,1.767611126,0.527356625,0.831798135,0.76489533,0.991454864,0.53025577,0.445310326,0.779833152,0.528096378,2.363809265,0.651859005,1.26547121,1.252763449,0.786369594,1.096491228,1.839857317
11/7/10,0.951903808,3.462237647,1.197357556,0.945336603,0.794659886,3.413053086,1.494335985,0.724992652,0.222994688,2.085773493,0.73293094,1.421590404,0.356621819,0.806638812,0.820120284,0.476861835,0.758110014,2.96108291,0.304414003,2.203102594,2.3776045,0.805239425,0.504756358,0.518009878,0.775305097,1.033765942,0.477402928,0.511100463,0.743423561,0.593703617,2.517778205,0.663900415,1.411652492,1.12704918,1.067235859,1.033834587,2.068752573
11/14/10,0.962566845,3.532475989,1.554621849,1.096652122,0.390879479,4.555176872,1.958824705,0.595801021,0.463210404,2.815062412,0.803486314,1.500144245,0.520340587,0.655481388,0.702763137,0.48456925,0.64419154,2.423033067,0.279280852,2.13715677,2.878424441,2.632757231,0.503441244,0.533198631,0.657894737,0.946337119,0.50417747,0.455927052,1.001357773,0.676526117,2.246222899,0.907845152,1.532423208,1.790540541,1.331316188,1.124023624,1.998037642
11/21/10,0.652315721,4.276550249,2.025993884,1.133797091,0.503355705,5.463204514,3.068815871,0.890510949,0.539614561,2.927060096,0.958095422,2.012578616,0.617566331,0.855177542,1.100960412,0.63197026,0.590551181,0.614754098,0.205180816,2.417582418,2.978200798,3.101981533,0.549190418,0.454502415,1.063829787,1.108459703,0.678040245,0.513049297,0.891996143,0.821848527,2.598662929,0.743569132,1.627262835,1.940109658,1.873327386,0.97826087,1.685250887
11/28/10,0.459770115,4.44042978,1.392945406,1.422273337,0.270004909,3.48178352,1.801424382,0.71942446,0.673461959,2.664821944,0.903185466,1.863423343,0.34795764,0.564609265,0.855417645,0.657792911,0.347088315,2.815699659,0.138806266,2.601156069,2.85470294,2.890430452,1.62590791,0.349567484,0.718276137,1.208778966,0.765765766,0.509782309,1.107142857,0.805777271,2.566170097,0.838308142,1.571460973,1.575280218,0.981767181,1.270807231,1.39058947
12/5/10,0.797720798,5.810966427,1.020644862,2.148348224,0.361155698,4.489621913,1.722671204,0.828436567,0.598722725,2.804857192,0.967489507,1.551094891,0.435219284,0.563398953,0.584333544,0.613611008,0.237529691,2.462121212,0.247015233,2.653712297,2.324230099,3.282786202,2.162895282,0.342465753,0.98010098,1.224071394,0.635497049,0.484706669,1.163213377,1.105773588,2.40335025,1.164921466,1.699373551,1.156626506,0.964630225,1.279473588,1.58682334
12/12/10,1.055806938,10.43587594,2.105512184,2.018363802,0.293901543,6.304013425,1.365015167,0.862600123,0.62965083,3.379393211,1.12005104,2.008493056,0.341471743,0.755685464,1.161188742,0.628731442,0.317628375,3.237095363,0.070921986,3.200731596,2.723351818,4.287245445,2.680985281,0.446457457,1.394978079,1.356683048,0.468164794,0.804236956,0.945845697,1.378446115,2.840968876,1.115401115,1.753441942,1.345532831,0.647548566,0.661686233,1.416032768
12/19/10,0.852272727,13.08779011,3.61163227,2.302698316,0.504266874,7.278841936,3.205531113,0.968867071,1.287404315,3.826381207,1.306488568,2.738001574,0.599520384,0.683918669,1.012198287,0.944728942,0.27567195,2.220630373,0.243309002,4.643799472,3.411764706,3.467843632,3.848442769,0.598155687,2.060373742,2.003745318,0.854700855,0.799381124,1.518485916,2.36079453,3.873152878,1.107391192,2.1958488,1.518731016,0.387096774,0.693594451,1.196369637
12/26/10,1.13085622,11.65919283,2.577101817,1.516487392,0.508974016,6.068268015,2.598152425,1.364555256,0.954144119,5.630708254,1.460101868,3.68450287,0.644828476,0.899631476,1.1053316,1.589857114,0,3.828828829,0.266045893,4.913580247,3.874925195,3.886639676,4.199254001,0.721305563,2.297090352,2.385159011,1.288810779,1.174289246,1.524459613,2.743324092,3.407114625,1.090059694,2.39640376,1.810865191,2.459016393,1.388224031,1.413864104
1/2/11,0.592592593,9.737552122,3.367375104,1.596674566,0.783903841,4.822143237,2.039064177,1.057923955,1.270947091,4.388386483,1.179135061,2.270606532,0.509198423,0.68703929,1.370786517,1.526596588,0.264900662,3.006189213,0.328756527,3.952708664,2.954517592,3.082407213,2.876992235,0.914852906,1.222618441,2.108458446,0.588451637,1.459627329,1.406165495,1.699933149,3.212478921,0.519955031,2.489121789,1.771793055,1.522401044,0.801900802,1.24515772
1/9/11,1.482265749,11.94402799,4.846715328,1.711463359,2.530413625,4.111478027,2.256229154,1.061970695,0.710556845,5.720400255,1.691674633,2.362714424,0.471204189,0.833661547,1.069153776,2.534450149,0.118133491,2.959394357,0.231774126,4.972677596,2.8982147,3.314206039,3.451072265,1.171439197,1.645064806,2.323903002,0.415936953,2.466091245,1.755401235,2.726017943,4.059962523,2.597402597,2.81105426,1.4863103,1.219061692,0.842288702,1.258603736
1/16/11,1.668211307,13.10628682,6.776694174,2.387729285,1.986267778,3.520761009,3.580901857,1.602945955,1.499029646,7.828916783,1.525584464,4.124205731,0.752750434,1.046201376,1.836506159,3.981449073,0.768808347,3.120485409,0.422743606,5.124353197,3.721374046,3.784554004,3.078519543,1.63963964,1.903592263,2.727046838,0.502842151,2.487634565,2.367767806,3.645200486,4.732015335,2.138157895,3.972358579,1.746829385,0.721045516,1.247030879,1.922005571
1/23/11,1.401273885,14.73764259,7.29688521,2.33506301,1.993355482,4.366706876,3.428801936,2.845687463,2.020929074,6.634190116,1.863851474,3.80075543,1.034092745,1.590306702,1.981375074,4.895485275,1.028138528,4.478427089,0.413456117,5.90290548,5.075800112,3.8354531,3.355086372,2.4038726,2.114580772,4.04658625,0.950899032,4.845505618,2.675704602,5.15048582,5.934389974,0.895355344,4.742297725,2.179769777,1.813880126,2.377589454,2.883729501
1/30/11,3.678678679,12.5984252,6.488382288,2.437978123,1.998682188,4.795508801,3.942440371,3.314020858,3.202065849,10.04596778,2.37126536,4.0101042,1.470040938,1.737422571,2.566314427,5.62212738,1.225490196,6.280193237,0.504731861,5.599300088,5.561211504,4.031838518,4.044117647,3.493202417,1.62289761,4.372656475,1.405030356,7.126730146,2.873030584,6.398356665,6.68052128,2.03177513,5.348505218,2.477650064,2.811094453,2.989869039,3.473158354
2/6/11,1.958910655,11.50776375,8.08052169,2.776273512,2.103697408,4.871945459,4.560260586,3.195277361,3.038818455,7.28467753,2.331415574,3.65262364,1.577535889,2.277309928,2.511553145,6.071598221,1.597796143,3.680981595,0.725821085,5.86393396,4.901749082,3.713710272,3.898050975,2.267057165,2.250316056,3.740811326,2.316542289,6.042177538,3.202908587,6.274789783,8.128670913,2.908277405,5.129227385,2.73262662,2.166437414,2.935420744,3.98660986
2/13/11,4.431599229,11.96962193,8.18853605,2.633559067,2.692804826,4.712135997,6.010383387,3.722456634,2.14109072,7.370810522,2.652151677,3.056470856,2.279288862,2.296105805,3.149300156,5.034139567,2.255639098,4.431818182,0.661659514,6.113917436,6.434675178,4.063650029,4.036683455,2.237173176,2.563403327,3.618205632,2.726092601,4.847454024,4.347826087,5.970491553,8.265185414,2.454780362,5.143037731,3.438087564,4.142441861,2.813243887,5.12116089
2/20/11,2.934537246,9.671959378,6.034290804,2.286078754,2.329873126,4.056527044,6.260907504,3.395972023,2.57243737,5.052959787,2.456279809,2.625415999,1.927113146,2.710233029,2.986985278,3.739116915,2.682352941,8.241758242,0.766521649,6.698488465,5.327826536,4.067688037,3.743315508,1.906485671,1.81037128,3.404573996,4.950666436,3.850222128,4.167378309,3.570570811,6.660447079,1.889168766,4.359076161,2.537427049,3.807209397,2.764976959,5.452990235
